,recipe_title,총합_에너지(kcal),총합_수분(g),총합_단백질(g),총합_지방(g),총합_회분(g),총합_탄수화물(g),총합_당류(g),총합_식이섬유(g),총합_칼슘(mg),총합_철(mg),총합_인(mg),총합_칼륨(mg),총합_나트륨(mg),총합_비타민a(μg rae),총합_레티놀(μg),총합_베타카로틴(μg),총합_티아민(mg),총합_리보플라빈(mg),총합_니아신(mg),총합_비타민c(mg),총합_비타민d(μg),총합_콜레스테롤(mg),총합_포화지방산(g),총합_트랜스지방산(g),총합_폐기율(%)
1458,잡채밥 덕후들 여기 보세요! 김치 잡채밥 간단하게 만들기,315.65,17.07,0.888,15.043,3.312,43.692,0.044,0.66,32.8,0.562,56.0,113.95,1205.75,0.15,0.0,1.65,0.021,0.027,0.13,0.0,0.0,0.0,2.198,0.044,0.0
1459,브로콜리 꼬막 볶음밥,419.1,10.635,0.888,44.942,3.196,0.37,0.044,0.06,39.6,2.52,95.1,139.05,1205.25,2.25,0.0,26.55,0.021,0.044,0.13,0.0,0.0,0.0,3.434,0.184,0.0
1460,감자샐러드 부드럽고 달콤하게~*,160.95,2.67,0.093,0.009,0.13,42.1,37.932,0.0,15.9,0.228,1.5,58.65,5.55,0.0,0.0,0.0,0.0,0.213,0.038,0.0,0.0,0.0,0.002,0.0,0.0
1461,오징어김밥,138.0,0.015,0.0,14.979,0.015,0.0,0.0,0.0,11.25,0.807,25.65,13.5,1.8,0.75,0.0,8.85,0.0,0.009,0.0,0.0,0.0,0.0,1.144,0.061,0.0
1462,나물밥치즈전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,[설날음식]섬유질 듬뿍~ 나물카레밥전,161.3,219.96,12.795,10.665,7.845,8.735,0.0,0.0,214.9,5.61,206.4,337.45,1992.6,2.4,0.0,21.6,0.292,0.405,1.2,40.8,0.0,0.0,0.0,0.0,0.0
1464,송편 만드는 법 슬슬 추석명절음식 실패없이 맛있게!,137.55,0.03,0.0,14.938,0.01,0.021,0.0,0.0,6.45,0.262,14.85,8.4,2.4,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1465,양갱송편,228.0,1.02,0.072,0.012,0.12,58.782,55.71,0.0,28.8,0.414,0.6,56.4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,정월대보름음식 밤 쉽게 까서 전기밥솥으로 간단하게 영양 많은 약식,8587.65,532.24,135.554,62.613,66.538,2027.847,1211.689,236.92,919.35,23.518,4442.35,18848.9,2452.9,159.35,0.0,1813.65,2.953,17.454,21.266,376.0,0.0,0.0,7.488,0.316,180.0
1467,노버터 콩배기 쑥케이크,508.75,65.55,2.31,52.455,0.533,4.152,3.09,0.0,84.75,0.082,63.0,107.25,27.5,41.25,41.25,0.0,0.015,0.122,0.225,0.6,0.0,7.275,6.637,0.45,0.0
1468,귀여운~ 동물 만주,567.75,13.96,0.522,40.48,0.224,49.818,47.043,0.0,40.95,0.388,13.1,68.45,14.8,8.25,8.25,0.0,0.003,0.024,0.045,0.12,0.0,1.455,4.334,0.297,0.0
1469,샌드위치 초간단 브런치세트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,육회비빔밥레시피 / 백종원3대천왕 육회비빔밥만들기 !,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,꼬마김밥 누구나 좋아하는 꼬마김밥,234.17,5.949,2.733,23.446,2.595,2.277,0.028,0.105,193.93,3.649,111.25,13.0,826.49,0.15,0.0,1.65,0.077,0.032,0.008,0.92,0.0,0.0,2.198,0.044,0.0
1472,더건강한 어묵 장조림,380.4,93.16,18.992,30.598,14.376,2.872,0.174,0.24,180.4,7.996,652.6,492.2,4850.4,702.0,702.0,6.0,0.584,0.455,0.542,0.0,5.0,743.2,9.92,0.2,0.0
1473,동그랑땡 꽈리고추 유자조림,2.5,3.815,0.296,0.002,5.566,0.324,0.014,0.02,9.4,1.353,6.05,39.1,2380.55,0.0,0.0,0.0,0.007,0.005,0.044,0.0,0.0,0.0,0.0,0.0,0.0
1474,두부버섯조림,5.1,10.59,0.888,0.004,3.152,0.37,0.044,0.06,5.85,0.099,18.15,98.55,1199.85,0.0,0.0,0.0,0.021,0.016,0.13,0.0,0.0,0.0,0.0,0.0,0.0
1475,맛있는 양념장이 더해져서 더욱 맛있는 열무김치비빔밥!,142.65,10.62,0.888,14.943,3.162,0.392,0.044,0.06,12.3,0.362,33.0,106.95,1202.25,0.15,0.0,1.65,0.021,0.027,0.13,0.0,0.0,0.0,2.198,0.044,0.0
1476,지금이 적기 간장물 끓이지 않고 간단하게 매실풋마늘장아찌,3220.8,1240.56,58.048,2.68,157.592,781.408,689.088,30.08,1202.4,12.6,1174.4,7199.2,57738.4,736.0,0.0,8784.0,1.168,1.737,9.624,77.6,0.0,0.0,0.56,0.0,0.0
1477,봄철요리/멍게비빔밥 만드는 법/한그릇요리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,"뚝딱 한그릇 밥, 생열무 비빔밥",120.05,61.37,6.082,2.686,2.119,22.744,5.551,13.16,89.55,1.927,146.6,898.8,48.75,325.2,0.0,3902.9,0.146,0.689,2.636,5.04,0.0,0.0,0.477,0.015,0.0
1479,색다른 노버터 흑미월병,967.2,85.11,36.079,68.71,4.58,50.52,1.16,3.915,280.0,12.55,1255.25,419.5,277.65,590.0,590.0,0.75,0.774,1.602,2.356,0.21,0.0,0.0,2.844,0.0,0.0
1480,참치마요 비빔밥 만드는 법 참치캔요리 고추장 양념장까지,678.4,120.48,29.188,40.652,3.476,46.204,0.956,1.04,254.0,11.296,1013.6,236.4,282.4,709.6,590.0,1432.8,0.692,1.541,1.34,0.0,0.0,0.0,0.012,0.0,0.0
1481,개운하고 알싸한 수정과 만들기 쉬워요.~,756.4,117.22,8.888,1.116,9.702,183.074,35.904,106.54,2091.0,46.584,203.4,2026.4,112.4,9.2,0.0,97.0,0.548,0.711,2.878,12.78,0.0,0.0,0.486,0.006,5.4
1482,맛과 건강을 챙긴 ‘사과 수정과’ 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,소갈비찜 고기반찬만드는법 명절 손님초대 집들이음식,1122.7,300.26,18.912,3.882,10.855,281.092,188.655,32.3,151.8,5.229,517.1,3609.4,134.8,45.65,0.0,522.0,0.802,2.601,3.95,60.2,0.0,0.0,0.34,0.03,39.0
1484,누룽지 주먹밥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,김치 팽이버섯 밥전,1026.4,161.725,44.41,61.049,5.194,72.634,4.714,1.72,370.0,17.002,1529.45,346.5,416.1,885.0,885.0,0.0,1.032,2.327,1.644,0.0,0.572,0.0,0.02,0.0,0.0
1486,맛있는 두부고추장떡,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,찬밥이 남았다면 고소한 밥전,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1488,밥과 반찬이 하나로 참치밥전,707.3,153.08,30.115,41.461,3.749,51.595,1.347,0.78,255.3,11.496,1037.1,309.7,280.8,679.7,590.0,1074.6,0.762,1.559,1.379,5.54,0.0,0.0,0.015,0.0,3.6
1489,양파링 밥전,530.7,197.82,23.365,29.672,3.309,45.843,2.309,2.99,194.7,8.413,772.9,541.3,184.3,392.0,383.5,99.0,0.568,1.182,1.27,19.37,0.429,0.0,0.088,0.0,10.8
1490,LA갈비양념구이 황금비율 레시피,114.0,0.51,0.036,0.006,0.06,29.391,27.855,0.0,14.4,0.207,0.3,28.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,돼지고기 당면 달걀덮밥 (일본가정식 ),46.0,0.0,0.0,4.997,0.003,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501,0.034,0.0
1492,차돌박이덮밥,350.103,42.077,14.405,20.301,1.609,26.109,4.179,0.0,124.16,5.631,499.045,69.231,138.81,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1493,삼겹살 덮밥 간단 요리 한끼 레시피,329.0,259.765,9.094,6.089,1.93,68.126,45.342,6.8,145.6,3.09,254.45,563.3,24.1,34.0,0.0,396.0,0.13,0.61,1.32,67.6,0.0,0.0,0.24,0.0,12.0
1494,뚝딱! 명절 모둠전 쉽게 만드는 법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,속이 꽉 찬 뜨끈한 만두국,219.0,161.7,19.47,13.85,1.19,2.9,0.0,1.7,23.0,1.05,198.0,382.0,56.0,11.0,9.0,24.0,0.52,0.247,5.7,6.7,0.98,69.8,4.57,0.09,0.0
1496,돼지고기두부덮밥 [간장소스 돼지고기 두부조림이 든든한 한그릇요리로 변신했어요!],35.0,82.4,3.0,0.7,0.9,13.0,0.0,0.0,5.0,0.6,34.0,246.0,6.0,0.0,0.0,0.0,0.06,0.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,황태 만두국 끓이는 법. 사골 육수가 필요 없을 정도로 맛있는 명절 만둣국.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,소고기 김치만두 사골떡국!,492.8,210.885,64.32,23.55,7.245,0.2,0.0,0.0,19.45,9.63,522.0,933.25,2139.6,18.0,18.0,0.0,0.15,0.231,12.09,3.3,1.74,154.5,9.42,0.54,0.0
1499,톳조림 만들어서 톳 비빔 주먹밥 만들기,94.45,150.84,4.854,5.262,13.586,10.494,0.352,1.82,33.95,0.622,85.25,394.9,4001.8,0.05,0.0,0.55,0.076,0.088,0.462,0.3,0.0,0.0,0.738,0.014,0.0
1500,토란국 끓이는법,383.0,396.8,11.94,0.77,5.62,84.87,0.0,13.5,81.0,3.73,274.0,1823.0,9.0,5.0,0.0,76.0,0.4,0.148,1.31,25.6,0.0,0.0,0.22,0.0,0.0
1501,황태들깨떡국 끓이기,138.0,0.015,0.0,14.979,0.015,0.0,0.0,0.0,11.25,0.807,25.65,13.5,1.8,0.75,0.0,8.85,0.0,0.009,0.0,0.0,0.0,0.0,1.144,0.061,0.0
1502,전찌개,80.0,79.6,2.28,2.54,0.74,14.84,2.1,0.0,6.0,0.48,56.0,333.0,0.0,0.0,0.0,0.0,0.13,0.01,0.28,3.8,0.0,0.0,0.02,0.0,12.0
1503,남은 전?! 노노~ 일부러 만들어 먹는 모듬전찌개:D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,전찌개,21.0,92.9,2.6,0.1,0.6,3.8,0.0,0.0,39.0,8.5,61.0,0.0,0.0,7.0,0.0,82.0,0.04,0.24,0.2,8.0,0.0,0.0,0.0,0.0,0.0
1505,"명절 남은 음식활용, 부대찌재 같기도 한 전찌개입니다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,참치 깻잎 비빔밥,138.0,0.015,0.0,14.979,0.015,0.0,0.0,0.0,11.25,0.807,25.65,13.5,1.8,0.75,0.0,8.85,0.0,0.009,0.0,0.0,0.0,0.0,1.144,0.061,0.0
1507,새해맞아 정말 맛있는 복담은 돼지고기김치만두,1398.35,412.345,105.31,82.553,19.524,44.928,0.106,0.75,85.3,8.57,1031.0,1846.25,6267.25,54.0,54.0,0.0,2.826,0.866,33.019,10.28,5.88,418.8,27.182,0.54,0.0
1508,김치만두(수제만두) 만들기,3792.1,129.6,2.25,33.188,4.965,875.015,0.0,12.0,474.5,9.964,550.3,617.0,448.6,96.45,0.0,1157.7,0.038,0.145,1.08,0.0,0.0,0.0,2.5,0.123,0.0
1509,"새해 선물, 오색 김치만두 어떤가요?",1218.0,401.4,105.06,82.44,5.76,0.0,0.0,0.0,42.0,4.38,1002.0,1800.0,312.0,54.0,54.0,0.0,2.82,0.864,33.0,10.2,5.88,418.8,27.18,0.54,0.0
1510,시래기밥(건강미가 넘치는 시래기밥),276.0,0.03,0.0,29.958,0.03,0.0,0.0,0.0,22.5,1.614,51.3,27.0,3.6,1.5,0.0,17.7,0.0,0.019,0.0,0.0,0.0,0.0,2.289,0.123,0.0
1511,새알심 동지팥죽* 팥의 진한맛이 제대로 나는 팥죽! ~~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,집밥 만들기. 입맛 없을 땐 콩나물밥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,남은 명절음식 맛있게 활용하기 [나물 돌솥비빔밥],333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1514,이정섭의 명절 음식 활용한 추석요리 2탄! 나물 주먹밥!,137.87,0.144,0.0,14.938,1.816,0.101,0.0,0.0,9.43,0.79,14.85,10.9,794.64,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1515,"시원한 감칠맛 최고! 열무 김치, 열무 물김치, 열무비빔밥",766.8,469.22,29.06,13.632,9.928,158.166,78.75,56.44,645.6,9.722,675.0,4038.6,146.4,1864.8,0.0,22387.6,0.646,2.881,10.796,42.2,0.0,0.0,1.996,0.06,12.0
1516,얼갈이배추물김치 - 딸에게# /얼갈이배추물김치 담그는법,4.8,1.71,0.0,0.0,27.09,1.2,0.0,0.0,44.7,7.92,0.0,37.5,11883.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,나박김치 담그는 법,213.87,21.867,8.734,5.082,43.965,41.353,10.791,23.096,115.98,14.913,223.53,1645.72,17863.09,368.42,0.0,4417.99,0.274,1.302,5.12,0.255,0.0,0.0,0.896,0.03,0.0
1518,밤만주 만들기,545.11,20.757,14.34,22.68,3.093,75.136,55.71,4.23,341.39,5.115,435.75,224.6,469.62,133.05,132.75,3.9,0.258,1.222,1.35,0.0,0.0,0.0,2.13,0.018,0.0
1519,"한 그릇 밥, 나물 넣고 쓱쓱 비벼보자!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,초코만주 만드는 법,812.82,3.704,7.444,34.424,2.946,123.494,112.67,3.75,103.08,2.656,141.2,385.3,815.84,0.0,0.0,0.0,0.13,0.075,0.5,0.0,0.0,0.0,3.435,0.0,0.0
1521,낫또 맛있게 먹는 법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,멍게 비빔밥 만드는법,164.955,1.221,2.715,15.974,3.404,2.185,0.0,0.0,191.144,3.773,103.425,7.949,1189.27,0.075,0.0,0.825,0.076,0.026,0.0,0.0,0.0,0.0,1.099,0.022,0.0
1523,도라지생채 l 한식자격증실기 l 시험시간 15분,107.55,5.69,2.496,3.69,5.353,17.772,11.136,3.92,81.75,2.858,72.3,290.25,1993.65,61.4,0.0,736.3,0.074,0.225,0.862,0.08,0.0,0.0,0.15,0.005,0.0
1524,시금치 토마토 무침,52.0,183.6,1.88,0.12,1.4,13.0,7.7,3.4,16.0,0.56,58.0,658.0,14.0,96.0,0.0,1144.0,0.02,0.042,0.7,35.0,0.0,0.0,0.04,0.0,0.0
1525,콩나물 부추무침,88.925,228.605,9.165,4.465,2.437,7.808,0.845,0.75,43.575,1.379,109.475,412.9,10.4,47.525,0.0,566.275,0.2,0.376,1.03,41.6,0.0,0.0,0.391,0.007,0.0
1526,이게 뭐라고 너무 맛있는 봄동겉절이비빔밥,14.85,10.92,0.75,0.04,0.207,3.082,0.316,0.45,1.35,0.09,18.0,61.5,29.85,0.0,0.0,0.0,0.016,0.006,0.057,0.24,0.0,0.0,0.008,0.0,0.0
1527,바다내음 솔솔~ 성게 비빔밥 만드는 법,383.55,92.72,5.694,37.324,2.005,7.274,0.0,2.115,328.6,3.072,233.6,326.85,105.9,55.65,0.0,671.65,0.222,0.708,0.962,39.0,0.0,0.0,3.354,0.132,0.0
1528,얼갈이 열무김치,562.9,653.11,18.109,8.7,5.567,119.521,62.212,12.37,570.9,5.242,391.45,1807.05,132.6,1128.9,0.0,13560.55,0.39,0.333,1.465,50.475,0.0,0.0,0.287,0.0,36.0
1529,토마토 장아지,1042.0,463.08,4.988,0.348,3.98,267.628,242.09,8.5,155.2,3.056,147.4,1870.6,78.2,240.0,0.0,2860.0,0.05,0.105,1.75,87.5,0.0,0.0,0.1,0.0,0.0
1530,오이덮밥,7.1,2.91,0.68,0.344,0.704,0.363,0.02,0.24,5.7,0.162,10.4,23.65,257.6,0.05,0.0,0.35,0.022,0.009,0.034,0.0,0.0,0.0,0.05,0.001,0.0
1531,설날 ː 월병틀 없이도 만들수 있는 月餠,993.9,13.44,23.973,76.386,3.231,62.97,42.558,8.22,93.9,5.01,603.0,814.2,6.0,0.6,0.0,8.1,0.261,1.04,1.515,0.0,0.0,0.0,8.643,0.015,0.0
1532,불고기 비빔밥 [오색빛깔 건강한 비빔밥! 다양한 채소와 불고기를 넣고 비벼 먹으면 맛도 영양도 최고예요!],431.08,184.466,12.307,33.847,11.322,26.048,5.235,14.61,180.52,8.154,244.3,1387.1,3197.66,532.5,0.0,6382.2,0.309,0.971,3.109,59.4,0.0,0.0,4.929,0.102,0.0
1533,무더운 날씨 식혜 한잔으로 이겨내 보아요^^,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,건강 음료 수정과,1839.3,115.77,23.229,1.965,19.095,469.941,283.632,137.7,2108.7,45.96,651.3,4995.0,110.1,23.7,0.0,251.1,1.107,4.071,6.594,90.24,0.0,0.0,0.696,0.048,43.2
1535,건강한 식단 아보카도 새싹 비빔밥,318.25,84.2,3.488,29.931,8.87,11.486,0.704,6.76,41.46,3.128,95.4,716.95,2893.73,30.47,0.0,367.65,0.101,0.19,2.158,10.0,0.0,0.0,4.384,0.044,26.0
1536,봄나물로 만든 멍게 비빔밥,11.5,46.0,1.145,0.14,0.615,2.1,0.0,1.9,51.5,0.41,22.5,111.5,124.5,171.5,0.0,2055.0,0.16,0.048,0.125,1.4,0.0,0.0,0.025,0.0,0.0
1537,소갈비찜 레시피 명절음식 LA갈비찜 양념 만드는법,4729.5,1132.71,93.201,23.901,36.615,1093.616,359.65,124.7,410.9,22.297,2977.8,13483.2,47.4,419.5,0.0,5001.0,6.135,5.391,29.565,253.4,0.0,0.0,2.475,0.75,200.0
1538,계란치즈밥전 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,여름제철반찬 상추 장떡,33.4,79.66,2.8,1.169,2.447,3.926,0.041,0.48,153.8,0.725,82.4,232.1,596.8,43.3,0.0,522.3,0.18,0.218,0.388,31.2,0.0,0.0,0.101,0.002,0.0
1540,소고기산적:부드럽고 윤기나게 만들기,137.55,0.03,0.0,14.938,0.01,0.021,0.0,0.0,6.45,0.262,14.85,8.4,2.4,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1541,실패없는 LA갈비구이,35.7,74.13,6.216,0.032,22.06,2.594,0.304,0.42,40.95,0.693,127.05,689.85,8398.95,0.0,0.0,0.0,0.147,0.114,0.914,0.0,0.0,0.0,0.0,0.0,0.0
1542,차슈덮밥 만들기 든든한 한끼식사 이거 어때요 ?,139.5,53.46,4.476,0.028,15.818,31.243,28.072,0.3,43.65,0.702,91.05,520.95,6004.65,0.0,0.0,0.0,0.105,0.082,0.652,0.0,0.0,0.0,0.0,0.0,0.0
1543,따뜻한 밥과 스팸이 만나면?그거슨 진리ㅠ_ㅠ스팸동★,400.2,63.435,16.194,20.312,7.933,37.136,14.014,0.12,140.9,5.901,535.45,276.2,2540.4,295.0,295.0,0.0,0.382,0.793,0.761,0.0,0.0,0.0,0.0,0.0,0.0
1544,엘에이갈비 재는법(LA갈비 황금레시피),195.6,169.95,14.244,0.078,50.484,35.319,28.551,0.96,108.0,1.791,290.7,1605.0,19203.0,0.0,0.0,0.0,0.336,0.262,2.088,0.0,0.0,0.0,0.0,0.0,0.0
1545,남은 치킨으로 돈부리(오야꼬동) 만들기!!,263.3,164.957,9.429,2.584,26.027,54.543,37.267,0.48,70.8,1.531,201.575,1156.65,9605.55,0.0,0.0,0.0,0.298,0.141,1.324,3.8,0.0,0.0,0.02,0.0,12.0
1546,들깨 넣은 고소한 들깨 떡국/복(福)떡국,58.5,37.5,10.02,1.695,0.66,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,닭볶음탕 레시피 :: 새우 넣고 매콤칼칼 닭도리탕 만들기,49.5,36.4,2.5,0.135,0.69,10.275,1.055,1.5,4.5,0.3,60.0,205.0,99.5,0.0,0.0,0.0,0.055,0.02,0.19,0.8,0.0,0.0,0.025,0.0,0.0
1548,돼지고기 수육과 담백한 맑은 갈비탕,231.8,321.85,8.148,4.014,5.328,45.662,3.875,7.86,69.0,3.427,202.4,1335.75,842.1,4.95,0.0,46.65,0.229,0.174,1.696,7.88,0.0,0.0,0.33,0.003,12.0
1549,참치너겟,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,멸치육수 떡국,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,멸치떡국 맛있게 끓이는 법 / 떡국 만들기,137.74,116.386,12.36,1.785,2.915,18.035,0.0,1.9,7.235,0.886,50.0,352.875,595.277,1.0,0.0,8.0,0.12,0.052,0.11,0.0,0.0,0.0,0.02,0.0,0.0
1552,멸치장국에 끓인 만두떡국,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1553,초간단 우삼겹 규동!!! 정말 간단하면서 맛있는 일본식 소고기 덮밥!!!오뚜기 메밀소바장국과 소고기다시다 규동소스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,전찌개 명절음식 활용하기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,"명절 남은 전으로 백종원전찌개, 밥도둑이 따로없네~",105.5,171.55,5.145,3.165,1.525,18.595,2.945,0.75,33.5,0.915,94.0,537.5,2.5,46.0,0.0,552.5,0.195,0.144,0.56,19.9,0.0,0.0,0.045,0.0,12.0
1556,(집에서 즐기는 술안주) 전찌개 / 모둠전찌개 - 명절음식 남은 전 요리,95.7,3.75,3.987,2.52,1.557,18.186,5.235,11.31,23.7,1.467,102.6,762.3,3.9,184.2,0.0,2208.9,0.129,0.648,2.529,0.0,0.0,0.0,0.444,0.015,0.0
1557,전찌개 만들기 간단해요,233.7,3.765,3.987,17.499,1.572,18.186,5.235,11.31,34.95,2.274,128.25,775.8,5.7,184.95,0.0,2217.75,0.129,0.657,2.529,0.0,0.0,0.0,1.588,0.076,0.0
1558,김치만두속 만들기 예쁘고 맛있는 손만두 빚기,57.6,222.72,3.672,0.84,1.128,11.544,4.056,3.6,108.0,0.648,72.0,650.4,0.0,218.4,0.0,2630.4,0.096,0.259,0.144,36.48,0.0,0.0,0.12,0.0,0.0
1559,골뱅이 비빔밥,84.9,82.225,2.548,1.008,0.705,18.516,14.292,2.86,80.3,0.926,66.85,163.1,60.7,116.9,0.0,1399.4,0.004,0.174,0.312,18.15,0.0,0.0,0.075,0.0,0.0
1560,한입에 쏘옥 꼬마김밥 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,꼬막 비빔밥 만들기,10.2,21.18,1.776,0.009,6.303,0.741,0.087,0.12,11.7,0.198,36.3,197.1,2399.7,0.0,0.0,0.0,0.042,0.033,0.261,0.0,0.0,0.0,0.0,0.0,0.0
1562,명절 조기 매콤조림,100.8,14.34,4.875,2.524,4.708,18.556,5.278,11.37,29.55,1.566,120.75,860.85,1203.75,184.2,0.0,2208.9,0.15,0.664,2.66,0.0,0.0,0.0,0.444,0.015,0.0
1563,나물밥피자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,아삭아삭 깔끔한 오이 물김치,284.0,1529.65,16.53,3.14,142.04,59.09,28.65,12.0,739.5,42.78,401.0,2935.5,59448.0,225.0,0.0,2760.0,0.73,0.55,3.28,54.8,0.0,0.0,0.17,0.0,12.0
1565,비트 나박물김치,95.42,174.382,4.59,2.742,2.149,17.138,2.105,0.026,81.18,2.09,96.33,701.37,159.04,318.02,0.0,3819.19,0.17,0.291,0.585,9.815,0.0,0.0,0.021,0.0,12.0
