recipe_title,recipe_ingredients,ingredient1,quantity1,unit1,ingredient2,quantity2,unit2,ingredient3,quantity3,unit3,ingredient4,quantity4,unit4,ingredient5,quantity5,unit5,ingredient6,quantity6,unit6,ingredient7,quantity7,unit7,ingredient8,quantity8,unit8,ingredient9,quantity9,unit9,ingredient10,quantity10,unit10,ingredient11,quantity11,unit11,ingredient12,quantity12,unit12,ingredient13,quantity13,unit13,ingredient14,quantity14,unit14,ingredient15,quantity15,unit15,ingredient16,quantity16,unit16,ingredient17,quantity17,unit17,ingredient18,quantity18,unit18,ingredient19,quantity19,unit19,ingredient20,quantity20,unit20
어묵볶음/매콤하고 칼칼한 어묵볶음/stir-fried fish cake,"{'주재료': ['어묵4장', '양파1/2개', '대파1개', '청고추1개', '홍고추1개', '식용유2T', '다진마늘1T', '고춧가루1T', '꿀1T', '참기름1T', '통깨1/2T'], '양념장': ['간장2T', '맛술2T', '올리고당2T', '매실청2T', '물2T', '고추장1T']}",어묵,4,장,양파,1/2,개,대파,1,개,청고추,1,개,홍고추,1,개,식용유,2,T,다진마늘,1,T,고춧가루,1,T,꿀,1,T,참기름,1,T,통깨,1/2,T,간장,2,T,맛술,2,T,올리고당,2,T,매실청,2,T,물,2,T,고추장,1,T,,,,,,,,,
꿀처 매운 멸치볶음,"{'재료': ['멸치100g', '청양고추3~5개', '홍고추1/2개', '대파1/3뿌리'], '양념': ['간장3스푼', '꿀3스푼', '매실액1스푼', '참기름1스푼', '깨소금1스푼', '오일2스푼', '다진마늘1스푼', '후춧가루0.1스푼']}",멸치,100,g,청양고추,3~5,개,홍고추,1/2,개,대파,1/3,뿌리,간장,3,스푼,꿀,3,스푼,매실액,1,스푼,참기름,1,스푼,깨소금,1,스푼,오일,2,스푼,다진마늘,1,스푼,후춧가루,0.1,스푼,,,,,,,,,,,,,,,,,,,,,,,,
김치볶음 언제나 맛있는 김치요리,"{'재료': ['김치1/2포기', '설탕(올리고당)3큰술', '식용유2큰술', '들기름2큰술', '통깨톡톡']}",김치,1/2,포기,설탕(올리고당),3,큰술,식용유,2,큰술,들기름,2,큰술,통깨톡톡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유부 양파볶음,"{'재료': ['양파1개', '유부5개', '당근약간', '식용유1+1/2큰술'], '양념': ['간장1큰술', '굴소스1큰술', '고추가루1/2큰술', '다진마늘1/2작은술', '참기름1큰술', '올리고당1/2큰술', '참깨']}",양파,1,개,유부,5,개,당근약간,,,식용유,1+1/2,큰술,간장,1,큰술,굴소스,1,큰술,고추가루,1/2,큰술,다진마늘,1/2,작은술,참기름,1,큰술,올리고당,1/2,큰술,참깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초간편 호박볶음,"{'재료': ['둥근호박1개', '쪽파2개'], '양념': ['고춧가루1/2큰술', '새우젓1/2큰술', '국간장1/2큰술', '들기름2큰술', '마늘1/2큰술']}",둥근호박,1,개,쪽파,2,개,고춧가루,1/2,큰술,새우젓,1/2,큰술,국간장,1/2,큰술,들기름,2,큰술,마늘,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
건새우 마늘쫑 볶음..밑반찬으로 최고지~,"{'재료': ['간장3큰술', '요리당1+1/2큰술', '다진마늘1큰술', '참기름1큰술', '통깨1작은술']}",간장,3,큰술,요리당,1+1/2,큰술,다진마늘,1,큰술,참기름,1,큰술,통깨,1,작은술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어묵볶음 황금레시피 단짠단짠! 언제 먹어도 맛있어~ (+영상),"{'주재료': ['사각어묵200g', '피망1개', '양파1/2개'], '양념재료': ['설탕0.5큰술', '간장1.5큰술', '다진마늘0.5큰술', '물엿1큰술', '후추약간', '통깨약간']}",사각어묵,200,g,피망,1,개,양파,1/2,개,설탕,0.5,큰술,간장,1.5,큰술,다진마늘,0.5,큰술,물엿,1,큰술,후추약간,,,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
달달 짭짤 바삭한 멸치견과류볶음,"{'재료': ['멸치100g', '하루견과류3봉', '식용유2큰술', '설탕1큰술', '진간장1큰술', '올리고당2큰술', '참기름1큰술', '깨1큰술', '후추약간']}",멸치,100,g,하루견과류,3,봉,식용유,2,큰술,설탕,1,큰술,진간장,1,큰술,올리고당,2,큰술,참기름,1,큰술,깨,1,큰술,후추약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매콤한 건새우볶음,"{'재료': ['두절건새우100g', '식용유2큰술'], '양념장': ['고추장2+1/2큰술', '진간장1큰술', '맛술2큰술', '다진마늘2/3큰술', '식용유1큰술', '설탕1큰술', '물2큰술', '올리고당3/4큰술', '참기름1/2큰술', '통깨1큰술']}",두절건새우,100,g,식용유,2,큰술,고추장,2+1/2,큰술,진간장,1,큰술,맛술,2,큰술,다진마늘,2/3,큰술,식용유,1,큰술,설탕,1,큰술,물,2,큰술,올리고당,3/4,큰술,참기름,1/2,큰술,통깨,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,
#어묵볶음,"{'재료': ['어묵10장', '양파1/2개', '당근1/3개', '파프리카노랑적당량', '파프리카빨강적당량', '대파1/2대'], '양념재료': ['간장3스푼', '굴소스1스푼', '다진마늘1스푼', '올리고당2스푼', '통깨0.5스푼', '미림2스푼', '고춧가루1스푼', '후춧가루살짝']}",어묵,10,장,양파,1/2,개,당근,1/3,개,파프리카노랑적당량,,,파프리카빨강적당량,,,대파,1/2,대,간장,3,스푼,굴소스,1,스푼,다진마늘,1,스푼,올리고당,2,스푼,통깨,0.5,스푼,미림,2,스푼,고춧가루,1,스푼,후춧가루살짝,,,,,,,,,,,,,,,,,,,,
어묵볶음에 꽈리고추를 더한 꽈리고추 어묵볶음,"{'재료': ['어묵300g', '꽈리고추200g', '마늘7~8톨', '고추기름(또는식용유)', '다시마육수2스푼', '참기름', '깨'], '양념장': ['설탕1스푼', '고춧가루1스푼', '미림1스푼', '간장3스푼', '후추', '올리고당1스푼']}",어묵,300,g,꽈리고추,200,g,마늘,7~8,톨,고추기름(또는식용유),,,다시마육수,2,스푼,참기름,,,깨,,,설탕,1,스푼,고춧가루,1,스푼,미림,1,스푼,간장,3,스푼,후추,,,올리고당,1,스푼,,,,,,,,,,,,,,,,,,,,,
간단 밑반찬 건새우볶음 고추장 양념에 볶아요 :),"{'재료': ['건새우100g', '간장1.5큰술', '고추장3큰술', '송송썬대파듬뿍', '올리고당2큰술', '맛술1큰술', '다진마늘1티스푼', '물2큰술', '참기름1큰술', '식용유약간', '참깨약간']}",건새우,100,g,간장,1.5,큰술,고추장,3,큰술,송송썬대파듬뿍,,,올리고당,2,큰술,맛술,1,큰술,다진마늘,1,티스푼,물,2,큰술,참기름,1,큰술,식용유약간,,,참깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수미네반찬 매콤어묵볶음(밑반찬),"{'재료': ['사각어묵4장', '고추장1/3큰술', '고춧가루1/2큰술', '간장1큰술', '매실액1큰술', '꿀이나올리고당2큰술', '올리브오일1/2큰술']}",사각어묵,4,장,고추장,1/3,큰술,고춧가루,1/2,큰술,간장,1,큰술,매실액,1,큰술,꿀이나올리고당,2,큰술,올리브오일,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이들 반찬 소세지 야채 볶음..,"{'재료': ['비엔나소세지20개정도', '양파1/2개', '당근조금', '식용유2큰술'], '양념': ['다진마늘1큰술', '케첩5큰술', '굴소스1큰술', '간장1큰술', '요리당1큰술', '참기름1큰술', '통깨1작은술']}",비엔나소세지,20,개정도,양파,1/2,개,당근조금,,,식용유,2,큰술,다진마늘,1,큰술,케첩,5,큰술,굴소스,1,큰술,간장,1,큰술,요리당,1,큰술,참기름,1,큰술,통깨,1,작은술,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""진미채볶음"" 부드럽게 2가지 양념으로 만들기","{'진미채 재료': ['진미채200G', '맛술3스푼', '마요네즈1스푼'], '고추장 양념': ['고추장1스푼', '설탕1스푼', '생수4스푼', '참기름1스푼', '꿀0.5스푼', '통깨0.5스푼'], '간장 양념': ['진간장4스푼', '설탕1스푼', '생수4스푼', '다진마늘1스푼', '참기름1스푼', '꿀0.5스푼', '통깨0.5스푼']}",진미채,200,G,맛술,3,스푼,마요네즈,1,스푼,고추장,1,스푼,설탕,1,스푼,생수,4,스푼,참기름,1,스푼,꿀,0.5,스푼,통깨,0.5,스푼,진간장,4,스푼,설탕,1,스푼,생수,4,스푼,다진마늘,1,스푼,참기름,1,스푼,꿀,0.5,스푼,통깨,0.5,스푼,,,,,,,,,,,,
고추장진미채볶음 만드는법,"{'재료': ['진미채150g'], '양념': ['고추장1.5큰술', '다진마늘1스푼', '고추가루0.5스푼', '올리고당1.5스푼', '간장2스푼', '통깨1스푼', '마요네즈3스푼']}",진미채,150,g,고추장,1.5,큰술,다진마늘,1,스푼,고추가루,0.5,스푼,올리고당,1.5,스푼,간장,2,스푼,통깨,1,스푼,마요네즈,3,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간장 어묵볶음 만드는 법 - 스피드 반찬 만들기,"{'재료': ['어묵3장', '맛살2개', '양파1/4개', '대파약간', '다진마늘약간'], '양념': ['간장2T', '설탕1.5T', '참기름1T']}",어묵,3,장,맛살,2,개,양파,1/4,개,대파약간,,,다진마늘약간,,,간장,2,T,설탕,1.5,T,참기름,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감자채볶음 실패 없이 만드는 법 정말 실패 없이 만들 수 있을까?,"{'재료': ['감자2개', '양파1/2개', '당근1/4개', '다진마늘1T', '볶은참깨1T', '소금1/3T', '후춧가루1/4T']}",감자,2,개,양파,1/2,개,당근,1/4,개,다진마늘,1,T,볶은참깨,1,T,소금,1/3,T,후춧가루,1/4,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소고기 피망 표고 버섯볶음,"{'재료': ['소고기50그램', '피망1개', '표고버섯3개', '양파1/2개', '홍고추1개', '간장1술', '굴소스1큰술', '들기름2술', '마늘1술', '후추약간', '통깨적당']}",소고기,50,그램,피망,1,개,표고버섯,3,개,양파,1/2,개,홍고추,1,개,간장,1,술,굴소스,1,큰술,들기름,2,술,마늘,1,술,후추약간,,,통깨적당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙주당근 볶음,"{'재료': ['숙주3줌', '당근1/2개', '다진마늘1큰술', '다진파2큰술', '올리브유2큰술', '소금약간', '참기름1큰술']}",숙주,3,줌,당근,1/2,개,다진마늘,1,큰술,다진파,2,큰술,올리브유,2,큰술,소금약간,,,참기름,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아몬드 멸치볶음 만드는 법~,"{'재료': ['잔멸치100g', '아몬드100g', '진간장2큰술', '올리고당3큰술', '설탕1큰술', '통깨2큰술', '참기름1큰술', '참기름1큰술']}",잔멸치,100,g,아몬드,100,g,진간장,2,큰술,올리고당,3,큰술,설탕,1,큰술,통깨,2,큰술,참기름,1,큰술,참기름,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고추장멸치볶음,"{'재료': ['잔멸치170g', '아몬드1줌', '마늘5쪽', '식용유1+1/2큰술', '후춧가루약간', '참기름1큰술', '통깨약간'], '양념': ['고추장3+1/2큰술', '올리고당2+1/2큰술', '맛술2큰술']}",잔멸치,170,g,아몬드,1,줌,마늘,5,쪽,식용유,1+1/2,큰술,후춧가루약간,,,참기름,1,큰술,통깨약간,,,고추장,3+1/2,큰술,올리고당,2+1/2,큰술,맛술,2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어묵볶음 만들기,"{'재료': ['어묵2장', '당근1/5개', '굴소스1/2스푼', '간장1/2스푼', '올리고당1스푼']}",어묵,2,장,당근,1/5,개,굴소스,1/2,스푼,간장,1/2,스푼,올리고당,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밑반찬인 무와 들깨가루를 활용해서 만든 [들깨무나물] 입니다.,"{'재료': ['무1/2개', '참기름2큰술', '물200ML', '들깨가루3큰술', '다진마늘1큰술', '파1/2개', '소금1작은술', '깨조금']}",무,1/2,개,참기름,2,큰술,물,200,ML,들깨가루,3,큰술,다진마늘,1,큰술,파,1/2,개,소금,1,작은술,깨조금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
베이컨어묵볶음 초간단 밑반찬중 최고!,"{'재료': ['어묵넙적한거1봉', '양파1/2개', '베이컨120g', '대파1줌', '식용유3T', '참깨톡톡', '다진마늘0.5T'], '양념소스': ['간장1T', '맛술1T', '설탕0.5T', '올리고당0.5T', '후추톡톡']}",어묵넙적한거,1,봉,양파,1/2,개,베이컨,120,g,대파,1,줌,식용유,3,T,참깨톡톡,,,다진마늘,0.5,T,간장,1,T,맛술,1,T,설탕,0.5,T,올리고당,0.5,T,후추톡톡,,,,,,,,,,,,,,,,,,,,,,,,,,
소세지 애호박볶음 만들기,"{'재료': ['후랑크소세지8개', '애호박1/3개', '양파1/4개', '파조금'], '소스만들기': ['토마토소스3큰술', '굴소스1스푼', '다진마늘1스푼', '설탕1.5스푼']}",후랑크소세지,8,개,애호박,1/3,개,양파,1/4,개,파조금,,,토마토소스,3,큰술,굴소스,1,스푼,다진마늘,1,스푼,설탕,1.5,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호박볶음/ 매콤한 새우젓 호박볶음 / 쉬운요리,"{'재료': ['호박중간크기1개', '양파1개', '마늘1T', '통깨1T', '고춧가루1T', '들기름1T', '새우젓국물없이1T']}",호박중간크기,1,개,양파,1,개,마늘,1,T,통깨,1,T,고춧가루,1,T,들기름,1,T,새우젓국물없이,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
설탕멸치볶음 만들기,"{'재료': ['멸치150g'], '양념': ['식용유3스푼', '설탕4스푼', '들기름2스푼', '깨1스푼']}",멸치,150,g,식용유,3,스푼,설탕,4,스푼,들기름,2,스푼,깨,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보리새우볶음 간단한 반찬만들기,"{'재료': ['보리새우2컵', '기름2T', '다진마늘0.5t', '다진파1T', '진간장1T', '올리고당1T', '맛술1T', '통깨약간']}",보리새우,2,컵,기름,2,T,다진마늘,0.5,t,다진파,1,T,진간장,1,T,올리고당,1,T,맛술,1,T,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고추장멸치볶음 만드는법 잔멸치 남편 도시락밑반찬메뉴,"{'재료': ['잔멸치40g', '간장2t', '맛술1t', '간마늘2t', '식용류1T', '고춧가루3t', '고추장1t', '후추약간', '설탕1t', '올리고당1t', '참기름2t', '식용류1T', '통깨약간', '물1/2컵']}",잔멸치,40,g,간장,2,t,맛술,1,t,간마늘,2,t,식용류,1,T,고춧가루,3,t,고추장,1,t,후추약간,,,설탕,1,t,올리고당,1,t,참기름,2,t,식용류,1,T,통깨약간,,,물,1/2,컵,,,,,,,,,,,,,,,,,,
간장어묵볶음 단짠한게 매력있쥐,"{'재료': ['어묵1봉', '양파', '대파', '진간장1.5스푼', '올리고당2스푼', '통깨'], '선택재료': ['소세지', '맛살']}",어묵,1,봉,양파,,,대파,,,진간장,1.5,스푼,올리고당,2,스푼,통깨,,,소세지,,,맛살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간단한 밑반찬 만들기 마늘이 더 맛있는? 통마늘 멸치볶음 만드는 법,"{'재료': ['멸치200g', '마늘30개', '청양고추1개', '홍고추1개', '올리고당3T', '간장1T', '매실액1T', '볶은참깨1T', '참기름1T', '식용유5T']}",멸치,200,g,마늘,30,개,청양고추,1,개,홍고추,1,개,올리고당,3,T,간장,1,T,매실액,1,T,볶은참깨,1,T,참기름,1,T,식용유,5,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
브로콜리 요리 계란 볶음 든든한 아침메뉴,"{'재료': ['브로콜리1개', '달걀1개', '소금', '후추1/4작은술', '통깨1T']}",브로콜리,1,개,달걀,1,개,소금,,,후추,1/4,작은술,통깨,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간단 숙주볶음~*,"{'재료': ['숙주150g', '시판스테이크(햄)50g', '당근적당량'], '양념': ['굴소스1/2큰술', '소금2꼬집', '통깨솔솔', '다진마늘1/2큰술', '카놀라유적당량']}",숙주,150,g,시판스테이크(햄),50,g,당근적당량,,,굴소스,1/2,큰술,소금,2,꼬집,통깨솔솔,,,다진마늘,1/2,큰술,카놀라유적당량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
건새우마늘쫑볶음~ 간단 밑반찬,"{'재료': ['마늘쫑210g', '건새우80g', '꿀1T', '간장1/2T', '통깨1t', '참기름1/2t']}",마늘쫑,210,g,건새우,80,g,꿀,1,T,간장,1/2,T,통깨,1,t,참기름,1/2,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
★고구마순들깨볶음★ 만드는 법,"{'재료': ['고구마순데친것400g', '들깨가루3큰술', '다진마늘1큰술', '다진파3큰술', '들기름2큰술', '국간장1큰술', '참치액1작은술', '통깨약간']}",고구마순데친것,400,g,들깨가루,3,큰술,다진마늘,1,큰술,다진파,3,큰술,들기름,2,큰술,국간장,1,큰술,참치액,1,작은술,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고추장 어묵볶음 매콤한 밑반찬,"{'재료': ['어묵', '양파', '청양고추', '대파', '식용유약간', '참기름', '통깨'], '양념장': ['올리고당1스푼', '간장2스푼', '고추가루1+1/2스푼', '후추가루', '다진마늘']}",어묵,,,양파,,,청양고추,,,대파,,,식용유약간,,,참기름,,,통깨,,,올리고당,1,스푼,간장,2,스푼,고추가루,1+1/2,스푼,후추가루,,,다진마늘,,,,,,,,,,,,,,,,,,,,,,,,,,
고추장 진미채 볶음,"{'재료': ['오징어채100g', '마요네즈2스푼'], '양념': ['다진마늘1스푼', '고추장1.5스푼', '고운고춧가루1스푼', '간장1스푼', '올리고당2스푼', '깨1스푼', '맛술1스푼', '매실액1스푼', '물3스푼', '참기름1티스푼(취향껏조절)']}",오징어채,100,g,마요네즈,2,스푼,다진마늘,1,스푼,고추장,1.5,스푼,고운고춧가루,1,스푼,간장,1,스푼,올리고당,2,스푼,깨,1,스푼,맛술,1,스푼,매실액,1,스푼,물,3,스푼,참기름,1,티스푼,,,,,,,,,,,,,,,,,,,,,,,,
시래기된장지짐이 /시래기나물볶음 만드는 법,"{'재료': ['시래기'], '양념': ['다진마늘1/2수저', '된장1수저', '들깨가루2수저', '다진대파', '들기름3수저']}",시래기,,,다진마늘,1/2,수저,된장,1,수저,들깨가루,2,수저,다진대파,,,들기름,3,수저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간단하게 오뎅볶음~*,"{'재료': ['납작오뎅1봉지(4장)', '대파1'], '양념': ['간장3큰술', '자일로스설탕1+1/2큰술', '고춧가루1+1/2큰술', '다진마늘1큰술', '후추톡톡', '카놀라유', '참기름1']}",납작오뎅,1,봉지,대파,1,,간장,3,큰술,자일로스설탕,1+1/2,큰술,고춧가루,1+1/2,큰술,다진마늘,1,큰술,후추톡톡,,,카놀라유,,,참기름,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쉽고 간단한 어묵볶음~*,"{'재료': ['어묵4장', '대파적당량'], '양념': ['간장2큰술', '다진마늘1/2큰술', '올리고당1큰술', '통깨']}",어묵,4,장,대파적당량,,,간장,2,큰술,다진마늘,1/2,큰술,올리고당,1,큰술,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
콩나물 볶음 반찬~*,"{'재료': ['콩나물200g', '작은대파1대', '땡초1개'], '양념': ['맛간장2큰술', '고춧가루1큰술', '다진마늘1큰술', '올리고당1티스푼', '천연조미료(새우/다시마/멸치가루)1티스푼', '물1소주컵']}",콩나물,200,g,작은대파,1,대,땡초,1,개,맛간장,2,큰술,고춧가루,1,큰술,다진마늘,1,큰술,올리고당,1,티스푼,천연조미료,,,물,1,소주컵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고소한 맛이 일품인 진미오징어채볶음 만들기,"{'재료': ['진미채200g', '마요네즈2큰술', '다진마늘1작은술', '식용류2큰술', '참깨약간'], '양념': ['간장2큰술', '맛술1큰술', '설탕1작은술', '올리고당2큰술', '참기름1큰술', '물3큰술']}",진미채,200,g,마요네즈,2,큰술,다진마늘,1,작은술,식용류,2,큰술,참깨약간,,,간장,2,큰술,맛술,1,큰술,설탕,1,작은술,올리고당,2,큰술,참기름,1,큰술,물,3,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
[오징어볶음]매콤하지만 생크림처럼 부드러운 맛~,"{'재료': ['오징어1마리', '고추기름6큰술', '양파1개', '대파1대', '청양고추3개', '당근1/4개', '마요네즈3큰술', '통깨2큰술']}",오징어,1,마리,고추기름,6,큰술,양파,1,개,대파,1,대,청양고추,3,개,당근,1/4,개,마요네즈,3,큰술,통깨,2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[반찬] 부드럽게 소화 잘되는 ""무나물""♪","{'재료': ['무1/2개', '대파약간'], '양념': ['들기름1스푼', '다진마늘1/2스푼', '소금약간', '깨약간']}",무,1/2,개,대파약간,,,들기름,1,스푼,다진마늘,1/2,스푼,소금약간,,,깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감자채볶음 저녁 반찬으로 딱~!,"{'재료': ['감자2개', '당근1/3개', '양파1/2개', '식용유4-5T', '소금1/3T', '후추톡톡', '참깨톡톡']}",감자,2,개,당근,1/3,개,양파,1/2,개,식용유,4-5,T,소금,1/3,T,후추톡톡,,,참깨톡톡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간장어묵볶음 만들기,"{'재료': ['어묵', '양파', '파프리카', '당근', '대파'], '양념': ['진간장1스푼', '국간장1스푼', '굴소스1스푼', '올리고당2스푼', '후춧가루조금', '다진마늘1스푼']}",어묵,,,양파,,,파프리카,,,당근,,,대파,,,진간장,1,스푼,국간장,1,스푼,굴소스,1,스푼,올리고당,2,스푼,후춧가루조금,,,다진마늘,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,
"멸치 고추 볶음, 매콤 밑반찬","{'재료': ['잔멸치150g', '청양고추10개'], '양념': ['식용유5T', '들기름1T', '다진마늘1T', '간장1T', '고추장1T', '올리고당2T']}",잔멸치,150,g,청양고추,10,개,식용유,5,T,들기름,1,T,다진마늘,1,T,간장,1,T,고추장,1,T,올리고당,2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감자볶음 쉬운요리 맛짱!! 이대로가 좋아요.^^*,"{'감자볶음 재료': ['감자3개', '당근1/4개', '식용유2큰술', '소금1/3큰술', '참기름1/2큰술']}",감자,3,개,당근,1/4,개,식용유,2,큰술,소금,1/3,큰술,참기름,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
돼지고기 약고추장 ~*,"{'재료': ['돼지고기다짐육300g', '통마늘3개', '대파적당량'], '양념': ['고추장4큰술', '올리고당4큰술', '맛간장1큰술', '후추', '맛술2큰술', '물1소주컵']}",돼지고기다짐육,300,g,통마늘,3,개,대파적당량,,,고추장,4,큰술,올리고당,4,큰술,맛간장,1,큰술,후추,,,맛술,2,큰술,물,1,소주컵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매운어묵볶음,"{'재료': ['어묵4장', '양파1/2', '대파', '고춧가루1', '다진마늘1', '간장3', '올리고당2', '참기름', '통깨']}",어묵,4,장,양파,1/2,,대파,,,고춧가루,1,,다진마늘,1,,간장,3,,올리고당,2,,참기름,,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
참 쉬운~가지볶음,"{'재료': ['가지3개', '불고기용소고기1종이컵', '양파1개'], '소고기 양념': ['간장2큰술', '설탕1큰술', '다진마늘1/2큰술', '참기름1큰슬'], '가지볶음양념': ['굴소스1큰술', '들기름1큰술', '통깨']}",가지,3,개,불고기용소고기,1,종이컵,양파,1,개,간장,2,큰술,설탕,1,큰술,다진마늘,1/2,큰술,참기름,1,큰슬,굴소스,1,큰술,들기름,1,큰술,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마늘종 어묵볶음 / 마늘쫑 어묵볶음 간단한 레시피♪,"{'재료': ['마늘종1묶음(대략20줄이상)', '네모어묵약간', '식용유조금', '다진마늘0.5큰술', '통깨0.5큰술', '참기름1큰술'], '양념': ['양조간장1.5큰술', '물1큰술', '올리고당1큰술', '소금0.3큰술', '고춧가루0.5큰술']}",마늘종,1,묶음,네모어묵약간,,,식용유조금,,,다진마늘,0.5,큰술,통깨,0.5,큰술,참기름,1,큰술,양조간장,1.5,큰술,물,1,큰술,올리고당,1,큰술,소금,0.3,큰술,고춧가루,0.5,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
진미채 양념 볶음,"{'재료': ['오징어진미채100g', '마요네즈1스푼', '맛술2스푼', '청양고추2개'], '양념재료': ['고추장2스푼', '고춧가루1스푼', '다진마늘1스푼', '간장1스푼', '청주2스푼', '올리고당2스푼', '설탕0.5스푼', '식용유1스푼', '물1/4컵', '생강가루약간']}",오징어진미채,100,g,마요네즈,1,스푼,맛술,2,스푼,청양고추,2,개,고추장,2,스푼,고춧가루,1,스푼,다진마늘,1,스푼,간장,1,스푼,청주,2,스푼,올리고당,2,스푼,설탕,0.5,스푼,식용유,1,스푼,물,1/4,컵,생강가루약간,,,,,,,,,,,,,,,,,,,,
고추잎볶음♡세상 젤 맛있는 나물♡초간단 밥도둑 밑반찬,"{'재료': ['고추잎200g'], '양념': ['간장1큰술', '소금1작은술']}",고추잎,200,g,간장,1,큰술,소금,1,작은술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밑반찬으로 딱좋은~마늘쫑새우고추장볶음 *^^*,"{'재료': ['마늘쫑200g', '마른새우2줌정도(60g)', '식용유1T', '소금소량', '다진마늘1/2T', '깨약간'], '양념': ['간장5T', '고추장1T', '고춧가루2T', '맛술2T', '올리고당2+1/2~3T정도', '물10T', '참기름1T']}",마늘쫑,200,g,마른새우,2,줌정도,식용유,1,T,소금소량,,,다진마늘,1/2,T,깨약간,,,간장,5,T,고추장,1,T,고춧가루,2,T,맛술,2,T,올리고당,2+1/2~3,T정도,물,10,T,참기름,1,T,,,,,,,,,,,,,,,,,,,,,
멸치 고추 다짐장 밥도둑,"{'재료': ['풋고추4개', '마늘2쪽', '잔멸치1컵', '홍고추1개'], '양념': ['들기름2큰술', '다진마늘1/2큰술', '설탕1큰술', '맛술1큰술', '액젓1큰술', '간장2큰술', '참기름2큰술']}",풋고추,4,개,마늘,2,쪽,잔멸치,1,컵,홍고추,1,개,들기름,2,큰술,다진마늘,1/2,큰술,설탕,1,큰술,맛술,1,큰술,액젓,1,큰술,간장,2,큰술,참기름,2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
