,dcode,dname
1967,2011102800019,프레가린캡슐75mg
1968,2017053000021,프레가바캡슐150mg
1969,2020052000003,프레가바캡슐25mg
1970,2020052000004,프레가바캡슐50mg
1971,2017053000022,프레가바캡슐75mg
1972,2016062200028,프레가스타캡슐150mg
1973,2016062200029,프레가스타캡슐300mg
1974,2016062200027,프레가스타캡슐75mg
1975,2011102800009,프레가캡슐150mg
1976,2011102800008,프레가캡슐75mg
1977,2019070900013,프레간캡슐150mg
1978,2019070900012,프레간캡슐75mg
1979,2018112000005,프레갈캡슐100mg
1980,2011102600034,프레갈캡슐150mg
1981,2018112000004,프레갈캡슐25mg
1982,2011102800027,프레갈캡슐300mg
1983,2018112000003,프레갈캡슐50mg
1984,2011102600033,프레갈캡슐75mg
1985,2019072300040,프레넬캡슐150mg
1986,2019053100157,프레넬캡슐75mg
1987,2017062900013,프레뉴캡슐150mg
1988,2017062900012,프레뉴캡슐75mg
1989,2019082200050,프레디드캡슐150mg
1990,2019082200049,프레디드캡슐75mg
1991,2019022800027,프레딕캡슐150mg
1992,2019022800028,프레딕캡슐75mg
1993,2019041600052,프레딘캡슐150mg
1994,2019041600051,프레딘캡슐75mg
1995,2017080100002,프레라캡슐150mg
1996,2017080100001,프레라캡슐75mg
1997,2011110100041,프레리카캡슐150mg
1998,2019070300086,프레리카캡슐25mg
1999,2019070300087,프레리카캡슐50mg
2000,2011110100040,프레리카캡슐75mg
2001,2011102600023,프레발린캡슐150mg
2002,2015020200004,프레발린캡슐300mg
2003,2011102600022,프레발린캡슐75mg
2004,2019081900051,프레발캡슐150mg
2005,2019081900050,프레발캡슐75mg
2006,2011102600004,프레빈캡슐
2007,2015030900002,프레빈캡슐75mg
2008,2011110100018,프레스타캡슐150mg
2009,2011110100017,프레스타캡슐75mg
2010,2011102800006,프레오린캡슐150mg
2011,2011102800005,프레오린캡슐75mg
2012,2019041600088,프레카린캡슐150mg
2013,2019041600089,프레카린캡슐75mg
2014,2019051000031,프레칸캡슐150mg
2015,2019022800015,프레칸캡슐25mg
2016,2019022800016,프레칸캡슐50mg
2017,2019051000032,프레칸캡슐75mg
2018,2017051700005,프레캅캡슐150mg
2019,2017051700006,프레캅캡슐75mg
2020,2018032100001,프레탑캡슐150mg
2021,2012101600006,프레탑캡슐300mg
2022,2019012500011,프레탑캡슐75mg
2023,2016021600006,프레틴캡슐150mg
2024,2016030400002,프레틴캡슐75mg
2025,2020041300011,프레펜틴정150mg
2026,2020042800014,프레펜틴정75mg
2027,2011102600008,프레펜틴캡슐150mg
2028,2011102600007,프레펜틴캡슐75mg
2029,2019012500105,프레필캡슐25mg
2030,2019012500106,프레필캡슐50mg
2031,2016062100029,프렙시캡슐150mg
2032,2019103100017,프렙시캡슐25mg
2033,2019103100018,프렙시캡슐50mg
2034,2016062100028,프렙시캡슐75mg
2035,7yzira4ttk3o9,프로비토주사500mg(수출용)
2036,2016062100041,프로카반캡슐150mg
2037,2020031100008,프로카반캡슐25mg
2038,2020031100007,프로카반캡슐50mg
2039,2016062100040,프로카반캡슐75mg
2040,2017102400019,프로킨캡슐150mg
2041,2017102400018,프로킨캡슐75mg
2042,2016060100067,프로핸스주
2043,2011061700012,프로핸스주프리필드시린지(10mL)
2044,2016060100063,프로핸스주프리필드시린지(15mL)
2045,2016060100064,프로핸스주프리필드시린지(17mL)
2046,2011102600016,프리가바캡슐150mg
2047,2020041400003,프리가바캡슐300mg
2048,2011102600017,프리가바캡슐75mg
2049,2019051600038,프리가반캡슐150mg
2050,2019041600001,프리가반캡슐75mg
2051,2011110100024,프리가캡슐150mg
2052,2011110100023,프리가캡슐75mg
2053,2014101500006,프리가톤정
2054,2020052700009,프리렌캡슐150mg
2055,2020030200002,프리렌캡슐25mg
2056,2020052700008,프리렌캡슐75mg
2057,2011102800032,프리렙톨캡슐150mg
2058,2018102300003,프리렙톨캡슐25mg
2059,2017103100017,프리렙톨캡슐300mg
2060,2011102800031,프리렙톨캡슐75mg
2061,2011102800015,프리린캡슐150mg
2062,2019090900127,프리린캡슐25mg
2063,2019090900128,프리린캡슐50mg
2064,2011102800014,프리린캡슐75mg
2065,A11APPPPP1005,프리모비스트주사
2066,2019100400019,프리바캡슐150mg
2067,2019100400020,프리바캡슐75mg
2068,A11ALLLLL0201,프리지캡슐
2069,2021010400008,프리카린캡슐150mg
2070,2020052700020,프리카린캡슐75mg
2071,2011102600019,프리카캡슐150mg
2072,2019050200127,프리카캡슐25mg
2073,2019050200128,프리카캡슐50mg
2074,2011102600018,프리카캡슐75mg
2075,2016070800009,프린가레캡슐150mg
2076,2016070800010,프린가레캡슐75mg
2077,2016070100063,프린캡슐150mg
2078,2016070100062,프린캡슐75mg
2079,2019081200012,프릴린정150mg
2080,2023042700004,프릴린정25mg
2081,2023042700003,프릴린정50mg
2082,2019081200011,프릴린정75mg
2083,2016062100025,프릴린캡슐150mg
2084,2016062100024,프릴린캡슐75mg
2085,2021110100007,플로가듀오서방정10/1000mg
2086,2022111100010,플로가듀오서방정10/500mg
2087,2021110100006,플로가듀오서방정5/1000mg
2088,2022111100009,플로가듀오서방정5/500mg
2089,2023013000012,플로가엠듀오서방정10/1000mg
2090,2023011900006,플로가정10mg
2091,2023082300003,플로가정5mg
2092,2020070600003,플루코프캡슐
2093,2011102600006,플린다캡슐150mg
2094,2011102600005,플린다캡슐75mg
2095,2019090900129,피에스가발린캡슐25mg
2096,2019090900130,피에스가발린캡슐50mg
2097,2017010400018,피엠에스가바펜틴캡슐100mg
2098,2017010400017,피엠에스가바펜틴캡슐300mg
2099,2017010400016,피엠에스가바펜틴캡슐400mg
2100,2016092800003,피엠에스프레가발린캡슐150mg
2101,2016092800001,피엠에스프레가발린캡슐300mg
2102,2016092800002,피엠에스프레가발린캡슐75mg
2103,2010031800006,필모라맥스정(수출용)
2104,A11AOOOOO8571,하가솔주
2105,2022072900018,하나슈가원주
2106,A11A0710A0380,하니칼정
2107,2017102400016,하디콜에스연질캡슐
2108,A11A1560A0229,하리스연질캡슐
2109,2019110500010,하모닐란액(200mL)
2110,2010121000003,하모닐란액(500mL)
2111,A11AKKKKK0080,하이스탈정
2112,A11AOOOOO1898,하이슬림캡슐
2113,2009071503584,하이아미정(수출용)
2114,2019031300071,하이알원샷주
2115,A11A0900A0309,하이칼정
2116,2019031300072,하이히알원스주
2117,2021083000011,하티셀그램에이엠아이
2118,2009110400016,한국가스웰의료용산소
2119,2009071501269,한국특수가스의료용산소
2120,2015030200001,한미오메가연질캡슐
2121,A11AKP09A0013,한솔계지가작약탕엑스과립
2122,A11AKP09A0021,한솔계지복령환가대황엑스과립
2123,A11A1500A0063,한신가미귀비탕엑스과립
2124,A11A1500A0169,한신가미소요산엑스과립
2125,A11A1500A0417,한신가미신기환
2126,A11A1500A0071,한신계지가용골모려탕엑스과립
2127,azza1tm4gzw1p,한신계지가작약대황탕엑스과립
2128,A11A1500A0089,한신계지가작약탕엑스과립
2129,A11APPPPP1792,한신계지가출부탕엑기스과립
2130,2009071505529,한신계지복령환가대황엑스과립
2131,qa1202f56hh6j,한신노스나린(갈근탕가천궁신이)
2132,jsxaqrob1r1e9,한신노스크린엑스과립(갈근탕가천궁신이)
2133,A11A1500A0120,한신당귀사역가오수유생강탕엑스과립
2134,vegr44vrju2e4,한신백호가계지탕엑스과립
2135,A11A1500A0119,한신백호가인삼탕엑스과립
2136,9vvtws2rrer4f,한신부루진환(가미소요산)
2137,2019050200140,한신비스카에프환
2138,A11AJJJJJ0599,한신비스카환
2139,A11A1500A0418,한신사향소합원
2140,A11A1500A0088,한신시호가용골모려탕엑스과립
2141,A11A1500A0423,한신신방환(위생천화원)
2142,2019050200064,한신안장환
2143,A11AJJJJJ0602,한신알비오캡슐
2144,A11AKP08G3385,한신월비가출탕엑스과립
2145,A11AKP07L0095,한신코푸담캡슐
2146,pyftzdlao0rsh,한신콜펜에스정
2147,A11A1500B0003,한신평심환(가미영신환)
2148,A11A1360A0211,한중가미소요산엑스과립
2149,A11A1360A0016,한중가미신기환
2150,A11A1360A0316,한중계지복령가대황엑스과립
2151,A11A1360A0053,한중당귀사역가오수유생강탕엑스과립
2152,A11A1360A0039,한중백호가인삼탕엑스과립
2153,3cl63elypzoh3,한중비연엑스과립(갈근탕가천궁신이)
2154,A11AKP08G3404,한중사향소합원
2155,2018101200005,한풍가미소요산연조엑스
2156,A11A0090A0300,한풍가미온담탕엑스과립
2157,A11A0090A0165,한풍갈근탕가천궁신이엑스과립
2158,A11A0090A0126,한풍계지가출부탕엑스과립
2159,A11A0090A0106,한풍백호가인삼탕엑스과립
2160,A11A0090A0021,한풍소건중과립
2161,A11A0090A0143,한풍소반하가복령탕엑스과립
2162,A11A0090A0076,한풍억간산가진피반하탕엑스과립
2163,2021121400003,한풍올가에스과립(평위오령산)
2164,A11A0090A0110,한풍월비탕엑스과립
2165,2021110900005,한풍위가에스연조엑스(동의보감위령탕)
2166,2021110900006,한풍화미연연조엑스(방약합편가미귀비탕)
2167,2019053100125,한화가바펜틴캡슐100mg
2168,2019053100124,한화가바펜틴캡슐300mg
2169,2016042700010,함소아가미소요산연조엑스
2170,2017112800008,핫도리엔과립
2171,A11ADDDDD0482,해담환(수출용)
2172,txomz6ulp87z9,해우원에프과립
2173,A11AGGGGG7040,행기탕과립(갈근탕가천궁신이)
2174,A11AKP08G0638,허브슬림캡슐
2175,2012092000010,헤파가드연질캡슐350mg
2176,A11AKP08G4174,헤파빔연질캡슐
2177,2018081000003,헤파코엔정
2178,A11ABBBBB0819,헤파툼연질캡슐(수출용)
2179,2009090700270,헬스유베연질캡슐
2180,2015061500013,현대가바펜틴캡슐100mg
2181,2015061800010,현대가바펜틴캡슐300mg
2182,2019100400045,현대가스상사의료용산소
2183,2018013000018,현대프레가발린정150mg
2184,2019073000014,현대프레가발린정25mg
2185,2019073000013,현대프레가발린정50mg
2186,2018013000017,현대프레가발린정75mg
2187,2011102600003,현대프레가발린캡슐150mg
2188,2011102600002,현대프레가발린캡슐75mg
2189,A11AJJJJJ0758,협진폴리엘가정
2190,A11A0150A0511,호의주
2191,A11A1830A0028,호정환(가감팔미환)
2192,2009071501251,호타민연질캡슐(수출용)
2193,2012060500007,호타민프레쉬연질캡슐(수출용)
2194,2009071504236,홍달민진생연질캡슐(수출용)
2195,2009071504895,화승가스테크 산소
2196,A11AEEEEE0254,활경단환
2197,A11A1080A0134,활순보(가미소요산엑스과립)
2198,2023041200002,활짝정
2199,A11A1470B0084,회천환(가감팔미원)
2200,2013062400006,후루가캡슐
2201,A11AKP07L0328,후이노엑스과립(갈근탕가천궁신이)
2202,2021122200006,훼스탈슈퍼자임정
2203,A11AOOOOO6287,휘가에스캡슐
2204,A11APPPPP0771,휴레진큐텐연질캡슐
2205,2019090900221,휴론틴캡슐100mg
2206,2019090900145,휴론틴캡슐300mg
2207,2022020300022,휴리온주
2208,2019110700009,휴리카캡슐150mg
2209,2019110700010,휴리카캡슐75mg
2210,2020040100018,휴메가미니연질캡슐2g
2211,2015012900019,휴메가연질캡슐
2212,2019031300070,휴미아주
2213,2018032800007,휴비트란캡슐110mg
2214,2018032800006,휴비트란캡슐150mg
2215,2023013000014,휴시가듀오서방정10/1000mg
2216,2023013000013,휴시가듀오서방정10/500mg
2217,2023013100017,휴시가정10mg
2218,2022071100005,휴토메가연질캡슐5/1000mg
2219,A11AOOOOO2424,히므론정
2220,2020110300013,히알본플러스원스주
2221,2020110300014,히알식스주
2222,2020110300015,히알탄원주
2223,2019071200008,힐스본정
2224,2010050600001,SKC에어가스의료용산소
